"รหัสสถานี","เขต","สถานี","วัน-เวลา","ฝน 5 นาที","ฝน 15 นาที","ฝน 30 นาที","ฝน 1 ชม.","ฝน 3 ชม.","ฝน 6 ชม.","ฝน 12 ชม.","ฝน 24 ชม.","ดูข้อมูล"
"RF.BNA.02","บางนา","ส.คลองบางนา","01/05/2564 03:10","0.5","0.5","0.5","0.5","0.5","0.5","0.5","1.0","ดูข้อมูล"
"RF.BNA.02","บางนา","ส.คลองบางนา","01/05/2564 03:30","0.5","0.5","1.0","1.0","1.0","1.0","1.0","1.5","ดูข้อมูล"
"RF.BNA.02","บางนา","ส.คลองบางนา","01/05/2564 03:40","0.5","1.0","1.0","1.5","1.5","1.5","1.5","2.0","ดูข้อมูล"
"RF.BNA.02","บางนา","ส.คลองบางนา","01/05/2564 03:55","0.5","0.5","1.5","2.0","2.0","2.0","2.0","2.5","ดูข้อมูล"
"RF.BNA.02","บางนา","ส.คลองบางนา","01/05/2564 04:05","0.5","1.0","1.5","2.5","2.5","2.5","2.5","3.0","ดูข้อมูล"
"RF.BNA.02","บางนา","ส.คลองบางนา","01/05/2564 04:10","0.5","1.0","1.5","2.5","3.0","3.0","3.0","3.5","ดูข้อมูล"
"RF.BNA.02","บางนา","ส.คลองบางนา","01/05/2564 04:20","0.5","1.0","2.0","3.0","3.5","3.5","3.5","4.0","ดูข้อมูล"
"RF.BNA.02","บางนา","ส.คลองบางนา","01/05/2564 04:25","0.5","1.0","2.0","3.5","4.0","4.0","4.0","4.5","ดูข้อมูล"
"RF.BNA.02","บางนา","ส.คลองบางนา","01/05/2564 04:35","0.5","1.0","2.0","3.5","4.5","4.5","4.5","5.0","ดูข้อมูล"
"RF.BNA.02","บางนา","ส.คลองบางนา","01/05/2564 04:40","0.5","1.0","2.0","3.5","5.0","5.0","5.0","5.5","ดูข้อมูล"
"RF.BNA.02","บางนา","ส.คลองบางนา","01/05/2564 04:45","0.5","1.5","2.5","4.0","5.5","5.5","5.5","6.0","ดูข้อมูล"
"RF.BNA.02","บางนา","ส.คลองบางนา","01/05/2564 04:55","1.0","1.5","2.5","4.5","6.5","6.5","6.5","7.0","ดูข้อมูล"
"RF.BNA.02","บางนา","ส.คลองบางนา","01/05/2564 05:00","0.5","1.5","3.0","5.0","7.0","7.0","7.0","7.5","ดูข้อมูล"
"RF.BNA.02","บางนา","ส.คลองบางนา","01/05/2564 05:05","0.5","2.0","3.0","5.0","7.5","7.5","7.5","8.0","ดูข้อมูล"
